name,provider,rocket,status,launch_time,pad,mission_type,year,month,day,day_of_week,hour,provider_id,rocket_id,mission_type_id,pad_id
Sputnik 8K71PS | Sputnik-1,RVSN USSR,Sputnik 8K71PS,Launch Successful,1957-10-04 19:28:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1957,10,4,Friday,19,40,282,7,83
Molniya-M /Block ML | Molniya-1 n†­74,RVSN USSR,Molniya-M /Block ML,Launch Successful,1978-06-02 12:12:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,6,2,Friday,12,40,197,7,108
Cosmos-3M (11K65M) | Cosmos 1013 to 1020,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-06-07 22:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1978,6,7,Wednesday,22,40,81,7,88
Soyuz U | Cosmos 1021,RVSN USSR,Soyuz U,Launch Successful,1978-06-10 08:35:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1978,6,10,Saturday,8,40,275,7,101
Titan III(23)C | OPS-9454 (vortex),Martin Marietta,Titan III(23)C,Launch Successful,1978-06-10 19:08:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1978,6,10,Saturday,19,34,301,7,69
Soyuz U | Cosmos 1022,RVSN USSR,Soyuz U,Launch Successful,1978-06-12 10:30:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,6,12,Monday,10,40,275,7,108
Titan IIID | KH-11,Martin Marietta,Titan IIID,Launch Successful,1978-06-14 18:28:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Unknown,1978,6,14,Wednesday,18,34,307,7,72
Cosmos-3M (11K65M) | Cosmos 1023,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-06-21 09:27:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1978,6,21,Wednesday,9,40,81,7,88
Atlas-E/F Agena D | Seasat,General Dynamics,Atlas-E/F Agena D,Launch Successful,1978-06-27 01:12:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1978,6,27,Tuesday,1,17,45,7,68
Molniya-M /Block 2BL | Cosmos 1024,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1978-06-28 02:58:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,6,28,Wednesday,2,40,195,7,108
Tsyklon-3 | Cosmos 1025,RVSN USSR,Tsyklon-3,Launch Successful,1978-06-28 17:35:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,1978,6,28,Wednesday,17,40,323,7,103
Atlas-SLV3D Centaur-D1AR | Comstar D3,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1978-06-29 22:24:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1978,6,29,Thursday,22,17,72,7,65
Molniya-M /Block ML | Molniya-1 n†­75,RVSN USSR,Molniya-M /Block ML,Launch Successful,1978-07-14 15:00:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,7,14,Friday,15,40,197,7,109
Cosmos-3M (11K65M) | Cosmos 1027,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-07-27 04:49:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1978,7,27,Thursday,4,40,81,7,89
Soyuz U | Cosmos 1028,RVSN USSR,Soyuz U,Launch Successful,1978-08-05 15:00:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,8,5,Saturday,15,40,275,7,108
Atlas-SLV3D Centaur-D1AR | Pioneer Venus Multiprobe,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1978-08-08 07:33:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1978,8,8,Tuesday,7,17,72,7,64
Molniya-M /Block ML | Molniya-1 n†­76,RVSN USSR,Molniya-M /Block ML,Launch Successful,1978-08-22 23:47:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,8,22,Tuesday,23,40,197,7,109
Soyuz U | Cosmos 1029,RVSN USSR,Soyuz U,Launch Successful,1978-08-29 15:00:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,8,29,Tuesday,15,40,275,7,109
Molniya-M /Block 2BL | Cosmos 1030,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1978-09-06 03:04:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,9,6,Wednesday,3,40,195,7,109
Soyuz U | Cosmos 1031,RVSN USSR,Soyuz U,Launch Successful,1978-09-09 15:00:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1978,9,9,Saturday,15,40,275,7,106
Mu-III H | Jikiken,ISAS,Mu-III H,Launch Successful,1978-09-16 05:00:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Unknown,1978,9,16,Saturday,5,22,202,7,48
Soyuz U | Cosmos 1032,RVSN USSR,Soyuz U,Launch Successful,1978-09-19 08:05:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,9,19,Tuesday,8,40,275,7,108
Soyuz U | Cosmos 1033,RVSN USSR,Soyuz U,Launch Successful,1978-10-03 11:00:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,10,3,Tuesday,11,40,275,7,108
Cosmos-3M (11K65M) | Cosmos 1034 to 1041,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-10-04 03:49:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1978,10,4,Wednesday,3,40,81,7,88
Soyuz U | Cosmos 1042,RVSN USSR,Soyuz U,Launch Successful,1978-10-06 15:30:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,10,6,Friday,15,40,275,7,108
Atlas-E/F SGS-1 | GPS-3,General Dynamics,Atlas-E/F SGS-1,Launch Successful,1978-10-07 00:28:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Navigation,1978,10,7,Saturday,0,17,52,5,67
Vostok-2M | Cosmos 1043,RVSN USSR,Vostok-2M,Launch Successful,1978-10-10 19:44:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,10,10,Tuesday,19,40,334,7,109
Molniya-M /Block ML | Molniya-3 n†­77,RVSN USSR,Molniya-M /Block ML,Launch Successful,1978-10-13 05:19:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1978,10,13,Friday,5,40,197,7,108
Atlas-E/F Star-37S-ISS | Tiros-N,General Dynamics,Atlas-E/F Star-37S-ISS,Launch Successful,1978-10-13 11:23:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1978,10,13,Friday,11,17,55,7,68
Soyuz U | Cosmos 1044,RVSN USSR,Soyuz U,Launch Successful,1978-10-17 15:00:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,10,17,Tuesday,15,40,275,7,109
Tsyklon-3 | Cosmos 1045 & Radio 1 and 2,RVSN USSR,Tsyklon-3,Launch Successful,1978-10-26 07:00:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,1978,10,26,Thursday,7,40,323,7,103
Soyuz U | Cosmos 1046,RVSN USSR,Soyuz U,Launch Successful,1978-11-01 12:00:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1978,11,1,Wednesday,12,40,275,7,106
Atlas-SLV3D Centaur-D1AR | HEAO-2,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1978-11-13 05:24:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1978,11,13,Monday,5,17,72,7,65
Soyuz U | Cosmos 1047,RVSN USSR,Soyuz U,Launch Successful,1978-11-15 11:45:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1978,11,15,Wednesday,11,40,275,7,106
Cosmos-3M (11K65M) | Cosmos 1048,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-11-16 21:45:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1978,11,16,Thursday,21,40,81,7,89
Soyuz U | Cosmos 1049,RVSN USSR,Soyuz U,Launch Successful,1978-11-21 12:00:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,11,21,Tuesday,12,40,275,7,109
Soyuz U | Cosmos 1050,RVSN USSR,Soyuz U,Launch Successful,1978-11-28 16:20:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,11,28,Tuesday,16,40,275,7,109
Cosmos-3M (11K65M) | Cosmos 1051 to 1058,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-12-05 18:12:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1978,12,5,Tuesday,18,40,81,7,89
Soyuz U | Cosmos 1059,RVSN USSR,Soyuz U,Launch Successful,1978-12-07 15:30:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1978,12,7,Thursday,15,40,275,7,106
Soyuz U | Cosmos 1060,RVSN USSR,Soyuz U,Launch Successful,1978-12-08 09:30:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1978,12,8,Friday,9,40,275,7,101
Atlas-E/F SGS-1 | GPS-4,General Dynamics,Atlas-E/F SGS-1,Launch Successful,1978-12-11 03:59:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Navigation,1978,12,11,Monday,3,17,52,5,67
Titan III(23)C | DSCS-II 11&12,Martin Marietta,Titan III(23)C,Launch Successful,1978-12-14 00:40:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1978,12,14,Thursday,0,34,301,7,69
Soyuz U | Cosmos 1061,RVSN USSR,Soyuz U,Launch Successful,1978-12-14 15:20:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,12,14,Thursday,15,40,275,7,109
Cosmos-3M (11K65M) | Cosmos 1062,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-12-15 13:19:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1978,12,15,Friday,13,40,81,7,89
Vostok-2M | Cosmos 1063,RVSN USSR,Vostok-2M,Launch Successful,1978-12-19 01:35:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,12,19,Tuesday,1,40,334,7,109
Cosmos-3M (11K65M) | Cosmos 1064,RVSN USSR,Cosmos-3M (11K65M),Partial Failure,1978-12-20 20:43:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1978,12,20,Wednesday,20,40,81,7,88
Cosmos-3M (11K65M) | Cosmos 1065,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-12-22 22:00:00+00:00,"Site 107/1, Kapustin Yar, Russia",Unknown,1978,12,22,Friday,22,40,81,7,84
Cosmos-3M (11K65M) | Cosmos 1067,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1978-12-26 13:30:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1978,12,26,Tuesday,13,40,81,7,89
Soyuz U | Cosmos 1068,RVSN USSR,Soyuz U,Partial Failure,1978-12-26 15:30:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1978,12,26,Tuesday,15,40,275,7,109
Soyuz U | Cosmos 1069,RVSN USSR,Soyuz U,Launch Successful,1978-12-28 16:30:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1978,12,28,Thursday,16,40,275,7,106
Cosmos-3M (11K65M) | Cosmos 1072,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-01-16 17:37:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1979,1,16,Tuesday,17,40,81,7,88
Molniya-M /Block ML | Molniya-3 n†­78,RVSN USSR,Molniya-M /Block ML,Launch Successful,1979-01-18 15:42:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,1,18,Thursday,15,40,197,7,109
Vostok-2M | Meteor-Priroda n†­3,RVSN USSR,Vostok-2M,Launch Successful,1979-01-25 05:43:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1979,1,25,Thursday,5,40,334,7,101
N-I Star-37E | Ayame 1,MHI,N-I Star-37E,Partial Failure,1979-02-06 08:46:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,1979,2,6,Tuesday,8,32,209,7,17
Cosmos-3M (11K65M) | Cosmos 1075,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-02-08 10:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1979,2,8,Thursday,10,40,81,7,89
Tsyklon-3 | Cosmos 1076,RVSN USSR,Tsyklon-3,Launch Successful,1979-02-12 13:00:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,1979,2,12,Monday,13,40,323,7,103
Vostok-2M | Cosmos 1077,RVSN USSR,Vostok-2M,Launch Successful,1979-02-13 21:41:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,2,13,Tuesday,21,40,334,7,109
Atlas-E/F OIS | Solwind,General Dynamics,Atlas-E/F OIS,Launch Successful,1979-02-24 08:20:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1979,2,24,Saturday,8,17,49,7,68
Vostok-2M | Meteor-2 n†­5,RVSN USSR,Vostok-2M,Launch Successful,1979-03-01 18:45:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,3,1,Thursday,18,40,334,7,109
Cosmos-3M (11K65M) | Cosmos 1081 to 1088,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-03-15 02:58:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1979,3,15,Thursday,2,40,81,7,89
Titan IIID | KH-9 & SSF-D-3,Martin Marietta,Titan IIID,Launch Successful,1979-03-16 18:30:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Unknown,1979,3,16,Friday,18,34,307,7,72
Cosmos-3M (11K65M) | Cosmos 1089,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-03-21 04:13:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1979,3,21,Wednesday,4,40,81,7,89
Cosmos-3M (11K65M) | Cosmos 1091,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-04-07 06:20:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1979,4,7,Saturday,6,40,81,7,88
Cosmos-3M (11K65M) | Cosmos 1092,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-04-11 21:51:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1979,4,11,Wednesday,21,40,81,7,88
Molniya-M /Block ML | Molniya-1 n†­79,RVSN USSR,Molniya-M /Block ML,Launch Successful,1979-04-12 00:28:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1979,4,12,Thursday,0,40,197,7,106
Vostok-2M | Cosmos 1093,RVSN USSR,Vostok-2M,Launch Successful,1979-04-14 05:27:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1979,4,14,Saturday,5,40,334,7,108
Tsyklon-2 | Cosmos 1094,RVSN USSR,Tsyklon-2,Launch Successful,1979-04-18 12:00:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1979,4,18,Wednesday,12,40,321,7,116
Tsyklon-2 | Cosmos 1096,RVSN USSR,Tsyklon-2,Launch Successful,1979-04-25 10:00:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1979,4,25,Wednesday,10,40,321,7,116
Atlas-SLV3D Centaur-D1AR | FLTSATCOM-2,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1979-05-04 18:57:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1979,5,4,Friday,18,17,72,7,64
Titan III(24)B | OPS 7164,US Air Force,Titan III(24)B,Launch Successful,1979-05-28 18:14:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1979,5,28,Monday,18,48,302,7,73
Cosmos-3M (11K65M) | Cosmos 1104,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-05-31 17:58:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1979,5,31,Thursday,17,40,81,7,88
Molniya-M /Block ML | Molniya-3 n†­80,RVSN USSR,Molniya-M /Block ML,Launch Successful,1979-06-05 23:28:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,6,5,Tuesday,23,40,197,7,109
Titan III(23)C | DSP-8,Martin Marietta,Titan III(23)C,Launch Successful,1979-06-10 13:30:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1979,6,10,Sunday,13,34,301,7,69
Atlas-E/F Star-37S-ISS | NOAA-A,General Dynamics,Atlas-E/F Star-37S-ISS,Launch Successful,1979-06-27 15:51:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1979,6,27,Wednesday,15,17,55,7,68
Molniya-M /Block 2BL | Cosmos 1109,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1979-06-27 18:11:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1979,6,27,Wednesday,18,40,195,7,106
Cosmos-3M (11K65M) | Cosmos 1110,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-06-28 20:09:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1979,6,28,Thursday,20,40,81,7,88
Cosmos-3M (11K65M) | Cosmos 1112,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-07-06 08:20:00+00:00,"Site 107/1, Kapustin Yar, Russia",Unknown,1979,7,6,Friday,8,40,81,7,84
Cosmos-3M (11K65M) | Cosmos 1114,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-07-11 15:41:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1979,7,11,Wednesday,15,40,81,7,88
Vostok-2M | Cosmos 1116,RVSN USSR,Vostok-2M,Launch Successful,1979-07-20 11:58:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,7,20,Friday,11,40,334,7,109
Feng Bao 1 | Shijian 2A,CASC,Feng Bao 1,Launch Failure,1979-07-27 21:28:00+00:00,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Unknown,1979,7,27,Friday,21,7,135,7,91
Molniya-M /Block ML | Molniya-1 n†­81,RVSN USSR,Molniya-M /Block ML,Launch Successful,1979-07-31 03:56:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1979,7,31,Tuesday,3,40,197,7,108
SLV-3 | Rohini Technology Payload,ISRO,SLV-3,Launch Failure,1979-08-10 02:28:00+00:00,"SLV LP, Satish Dhawan Space Centre, India",Unknown,1979,8,10,Friday,2,23,236,7,79
Molniya-M /Block 2BL | Cosmos 1124,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1979-08-28 00:17:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,8,28,Tuesday,0,40,195,7,109
Cosmos-3M (11K65M) | Cosmos 1125,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-08-28 00:55:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1979,8,28,Tuesday,0,40,81,7,88
Atlas-SLV3D Centaur-D1AR | HEAO-3,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1979-09-20 05:28:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1979,9,20,Thursday,5,17,72,7,65
Cosmos-3M (11K65M) | Cosmos 1130 to 1137,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-09-25 21:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1979,9,25,Tuesday,21,40,81,7,89
Titan III(23)C | OPS-1948 (Vortex),Martin Marietta,Titan III(23)C,Launch Successful,1979-10-01 11:22:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1979,10,1,Monday,11,34,301,7,69
Cosmos-3M (11K65M) | Cosmos 1140,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-10-11 16:36:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1979,10,11,Thursday,16,40,81,7,89
Cosmos-3M (11K65M) | Cosmos 1141,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-10-16 12:17:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1979,10,16,Tuesday,12,40,81,7,89
Molniya-M /Block ML | Molniya-1 n†­82,RVSN USSR,Molniya-M /Block ML,Launch Successful,1979-10-20 07:03:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1979,10,20,Saturday,7,40,197,7,106
Vostok-2M | Cosmos 1143,RVSN USSR,Vostok-2M,Launch Successful,1979-10-26 18:12:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,10,26,Friday,18,40,334,7,109
Vostok-2M | Meteor-2 n†­6,RVSN USSR,Vostok-2M,Launch Successful,1979-10-31 09:25:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,10,31,Wednesday,9,40,334,7,109
Titan III(23)C | DSCS-II 13&14,Martin Marietta,Titan III(23)C,Launch Successful,1979-11-21 02:09:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1979,11,21,Wednesday,2,34,301,7,69
Vostok-2M | Cosmos 1145,RVSN USSR,Vostok-2M,Launch Successful,1979-11-27 09:55:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1979,11,27,Tuesday,9,40,334,7,109
Cosmos-3M (11K65M) | Cosmos 1146,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1979-12-05 09:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1979,12,5,Wednesday,9,40,81,7,89
Ariane 1 | CAT-1,ESA,Ariane 1,Launch Successful,1979-12-24 17:14:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Unknown,1979,12,24,Monday,17,13,9,7,8
Molniya-M /Block ML | Molniya-1 n†­83,RVSN USSR,Molniya-M /Block ML,Launch Successful,1980-01-11 12:28:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,1,11,Friday,12,40,197,7,106
Cosmos-3M (11K65M) | Cosmos 1150,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-01-14 19:49:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1980,1,14,Monday,19,40,81,7,89
Atlas-SLV3D Centaur-D1AR | FLTSATCOM-3,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1980-01-18 01:26:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1980,1,18,Friday,1,17,72,7,64
Tsyklon-3 | Cosmos 1151,RVSN USSR,Tsyklon-3,Launch Successful,1980-01-23 07:00:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,1980,1,23,Wednesday,7,40,323,7,102
Cosmos-3M (11K65M) | Cosmos 1153,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-01-25 20:36:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1980,1,25,Friday,20,40,81,7,89
Vostok-2M | Cosmos 1154,RVSN USSR,Vostok-2M,Launch Successful,1980-01-30 12:51:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1980,1,30,Wednesday,12,40,334,7,109
Titan IIID | KH-11,Martin Marietta,Titan IIID,Launch Successful,1980-02-07 21:10:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Unknown,1980,2,7,Thursday,21,34,307,7,72
Atlas-E/F SGS-1 | GPS-5,General Dynamics,Atlas-E/F SGS-1,Launch Successful,1980-02-09 23:08:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Navigation,1980,2,9,Saturday,23,17,52,5,67
Cosmos-3M (11K65M) | Cosmos 1156 to 1163,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-02-11 23:32:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1980,2,11,Monday,23,40,81,7,89
Molniya-M /Block 2BL | Cosmos 1164,RVSN USSR,Molniya-M /Block 2BL,Partial Failure,1980-02-12 00:52:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,1980,2,12,Tuesday,0,40,195,7,109
Mu-III S | Tansei 4,ISAS,Mu-III S,Launch Successful,1980-02-17 00:40:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Unknown,1980,2,17,Sunday,0,22,203,7,48
N-I Star-37E | Ayame 2,MHI,N-I Star-37E,Launch Successful,1980-02-22 08:35:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,1980,2,22,Friday,8,32,209,7,17
Atlas-E/F MSD | NOSS-3,General Dynamics,Atlas-E/F MSD,Launch Successful,1980-03-03 09:27:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1980,3,3,Monday,9,17,48,7,68
Tsyklon-2 | Cosmos 1167,RVSN USSR,Tsyklon-2,Launch Successful,1980-03-14 10:40:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1980,3,14,Friday,10,40,321,7,117
Cosmos-3M (11K65M) | Cosmos 1168,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-03-17 21:37:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,3,17,Monday,21,40,81,7,88
Cosmos-3M (11K65M) | Cosmos 1169,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-03-27 07:30:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,3,27,Thursday,7,40,81,7,88
Cosmos-3M (11K65M) | Cosmos 1171,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-04-03 07:40:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1980,4,3,Thursday,7,40,81,7,89
Molniya-M /Block 2BL | Cosmos 1172,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1980-04-12 20:17:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,4,12,Saturday,20,40,195,7,106
Tsyklon-2 | Cosmos 1174,RVSN USSR,Tsyklon-2,Launch Successful,1980-04-18 00:51:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1980,4,18,Friday,0,40,321,7,117
Molniya-M /Block ML | Cosmos 1175,RVSN USSR,Molniya-M /Block ML,Partial Failure,1980-04-18 17:31:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,4,18,Friday,17,40,197,7,106
Atlas-E/F SGS-1 | GPS-6,General Dynamics,Atlas-E/F SGS-1,Launch Successful,1980-04-26 22:00:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Navigation,1980,4,26,Saturday,22,17,52,5,67
Tsyklon-2 | Cosmos 1176,RVSN USSR,Tsyklon-2,Launch Successful,1980-04-29 11:40:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1980,4,29,Tuesday,11,40,321,7,117
Cosmos-3M (11K65M) | Cosmos 1179,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-05-14 13:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,5,14,Wednesday,13,40,81,7,88
